animal_type,intake_condition,intake_type,sex_upon_intake,age_upon_intake_(years),intake_number,time_in_shelter_days,sex_upon_outcome,age_upon_outcome_(years),outcome_number,outcome_type
Cat,Normal,Stray,Intact Female,0.057534247,1,0.893055556,Intact Female,0.057534247,1,Transfer
Other,Injured,Wildlife,Unknown,1,1,0.015277778,Unknown,1,1,Euthanasia
Dog,Normal,Stray,Neutered Male,2,1,22.69166667,Neutered Male,2,1,Adoption
Dog,Normal,Stray,Intact Male,2,2,45.84166667,Neutered Male,2,2,Adoption
Dog,Normal,Stray,Intact Male,1,1,2.776388889,Neutered Male,2,1,Return to Owner
Dog,Normal,Stray,Spayed Female,0.164383562,1,2.829861111,Spayed Female,0.164383562,1,Died
Dog,Normal,Owner Surrender,Spayed Female,8,1,119.7923611,Spayed Female,8,1,Relocate
Dog,Normal,Stray,Spayed Female,8,2,18.3375,Spayed Female,8,2,Rto-Adopt
Cat,Normal,Stray,Intact Female,0.328767123,1,0.915277778,Intact Female,0.328767123,1,Missing
Cat,Nursing,Stray,Intact Female,0.057534247,1,49.95,Spayed Female,0.164383562,1,Died
Cat,Nursing,Stray,Intact Male,0.057534247,1,46.25694444,Neutered Male,0.164383562,1,Died
Cat,Nursing,Stray,Intact Male,0.057534247,1,49.95069444,Neutered Male,0.164383562,1,Adoption
Cat,Normal,Stray,Intact Male,0.057534247,1,0.106944444,Intact Male,0.057534247,1,Transfer
Dog,Normal,Stray,Intact Female,0.164383562,1,5.300694444,Spayed Female,0.164383562,1,Adoption
Dog,Normal,Stray,Intact Male,0.164383562,1,4.227777778,Neutered Male,0.164383562,1,Died
Dog,Normal,Owner Surrender,Spayed Female,0.821917808,1,12.08888889,Spayed Female,0.821917808,1,Transfer
Dog,Normal,Stray,Intact Female,0.164383562,2,5.216666667,Spayed Female,0.164383562,2,Adoption
Dog,Normal,Stray,Intact Female,0.164383562,1,4.247916667,Spayed Female,0.164383562,1,Adoption
Dog,Normal,Stray,Intact Male,0.164383562,1,5.261111111,Neutered Male,0.164383562,1,Rto-Adopt
Cat,Normal,Stray,Intact Female,2,1,19.14305556,Intact Female,2,1,Transfer
Cat,Normal,Stray,Unknown,0.019178082,1,19.14305556,Unknown,0.057534247,1,Transfer
Cat,Normal,Stray,Unknown,0.019178082,1,19.14305556,Unknown,0.057534247,1,Transfer
Cat,Normal,Stray,Unknown,0.019178082,1,19.14305556,Unknown,0.057534247,1,Transfer
Cat,Normal,Stray,Unknown,0.019178082,1,19.14305556,Unknown,0.057534247,1,Transfer
Cat,Normal,Stray,Unknown,0.019178082,1,19.14305556,Unknown,0.057534247,1,Transfer
Dog,Normal,Stray,Intact Male,0.328767123,1,12.03472222,Neutered Male,0.328767123,1,Died
Dog,Normal,Stray,Intact Female,0.493150685,1,6.223611111,Spayed Female,0.493150685,1,Adoption
Cat,Normal,Owner Surrender,Spayed Female,14,1,28.05277778,Spayed Female,14,1,Rto-Adopt
Cat,Normal,Owner Surrender,Spayed Female,14,1,28.05277778,Spayed Female,14,1,Adoption
Dog,Normal,Owner Surrender,Spayed Female,2,1,26.18888889,Spayed Female,2,1,Rto-Adopt
Dog,Normal,Stray,Intact Female,2,2,11.225,Spayed Female,2,2,Adoption
Dog,Normal,Stray,Intact Male,2,1,1.186111111,Neutered Male,2,1,Return to Owner
Dog,Normal,Stray,Intact Male,2,1,1.186805556,Neutered Male,2,1,Return to Owner
Cat,Normal,Owner Surrender,Intact Female,0.493150685,1,15.98611111,Spayed Female,0.493150685,1,Transfer
Dog,Normal,Stray,Intact Male,2,1,1.184722222,Neutered Male,2,1,Return to Owner
Cat,Normal,Owner Surrender,Intact Female,0.493150685,1,15.98611111,Spayed Female,0.493150685,1,Transfer
Other,Normal,Stray,Unknown,1,1,2.152777778,Unknown,1,1,Relocate
Other,Normal,Stray,Unknown,2,1,0.017361111,Unknown,2,1,Disposal
Dog,Normal,Stray,Intact Male,0.246575342,1,0.925,Intact Male,0.246575342,1,Transfer
Dog,Normal,Stray,Intact Female,0.246575342,1,0.925,Intact Female,0.246575342,1,Transfer
Dog,Normal,Stray,Spayed Female,16,1,0.086111111,Spayed Female,16,1,Return to Owner
Cat,Normal,Owner Surrender,Intact Male,0.410958904,1,15.90347222,Neutered Male,0.410958904,1,Transfer
Cat,Normal,Owner Surrender,Intact Female,0.410958904,1,15.90416667,Spayed Female,0.410958904,1,Transfer
Cat,Normal,Owner Surrender,Intact Female,0.410958904,1,15.90416667,Spayed Female,0.410958904,1,Relocate
Cat,Normal,Owner Surrender,Intact Female,0.410958904,1,5.127777778,Spayed Female,0.410958904,1,Adoption
Dog,Normal,Public Assist,Spayed Female,3,1,9.983333333,Spayed Female,3,1,Return to Owner
Dog,Normal,Stray,Neutered Male,3,1,3.995138889,Neutered Male,3,1,Return to Owner
Dog,Normal,Stray,Intact Male,2,2,15.98194444,Neutered Male,2,2,Transfer
Dog,Normal,Stray,Intact Female,0.164383562,1,6.824305556,Spayed Female,0.164383562,1,Transfer
Dog,Normal,Stray,Intact Female,0.164383562,1,4.984722222,Spayed Female,0.164383562,1,Relocate
Dog,Normal,Stray,Intact Male,0.164383562,1,6.824305556,Neutered Male,0.164383562,1,Transfer
Dog,Injured,Stray,Spayed Female,1,1,238.3131944,Spayed Female,1,1,Adoption
Dog,Normal,Stray,Spayed Female,1,2,3.855555556,Spayed Female,1,2,Return to Owner
Dog,Normal,Stray,Intact Female,0.821917808,3,10.10069444,Spayed Female,0.904109589,3,Return to Owner
Dog,Normal,Stray,Intact Female,8,1,23.79375,Spayed Female,8,1,Adoption
Dog,Normal,Stray,Intact Male,1,1,0.702777778,Intact Male,2,1,Return to Owner
Dog,Normal,Stray,Spayed Female,4,1,0.740972222,Spayed Female,4,1,Return to Owner
Dog,Normal,Stray,Spayed Female,4,2,1.118055556,Spayed Female,4,2,Return to Owner
Dog,Normal,Stray,Spayed Female,1,3,0.704861111,Spayed Female,2,3,Return to Owner
Dog,Injured,Stray,Intact Female,8,1,5.341666667,Intact Female,8,1,Transfer
Cat,Normal,Stray,Intact Female,0.164383562,1,65.89027778,Spayed Female,0.328767123,1,Adoption
Cat,Injured,Stray,Intact Male,1,1,0.484722222,Intact Male,1,1,Transfer
Dog,Normal,Stray,Intact Male,1,1,7.465972222,Neutered Male,1,1,Adoption
Dog,Normal,Public Assist,Neutered Male,7,1,6.879861111,Neutered Male,7,1,Return to Owner
Dog,Normal,Owner Surrender,Intact Male,8,1,3.298611111,Neutered Male,8,1,Adoption
Dog,Normal,Stray,Neutered Male,8,1,1.301388889,Neutered Male,8,1,Return to Owner
Cat,Normal,Stray,Intact Female,2,1,0.900694444,Intact Female,2,1,Transfer
Cat,Normal,Stray,Neutered Male,10,1,16.07638889,Neutered Male,10,1,Return to Owner
Cat,Normal,Owner Surrender,Neutered Male,9,2,15.15347222,Neutered Male,9,2,Rto-Adopt
Cat,Normal,Stray,Neutered Male,7,1,0.882638889,Neutered Male,7,1,Transfer
Cat,Normal,Stray,Intact Male,0.164383562,1,7.223611111,Neutered Male,0.164383562,1,Died
Cat,Normal,Stray,Intact Male,0.164383562,1,16.00347222,Neutered Male,0.246575342,1,Adoption
Dog,Normal,Owner Surrender,Spayed Female,6,1,8.933333333,Spayed Female,6,1,Return to Owner
Dog,Normal,Stray,Spayed Female,5,1,10.06041667,Spayed Female,5,1,Adoption
Dog,Normal,Stray,Intact Female,5,1,3.992361111,Intact Female,5,1,Transfer
Dog,Sick,Owner Surrender,Intact Female,0.164383562,1,0.057638889,Intact Female,0.164383562,1,Died
Dog,Normal,Owner Surrender,Intact Female,1,1,4.170138889,Spayed Female,1,1,Rto-Adopt
Cat,Normal,Stray,Intact Female,0.328767123,1,0.791666667,Intact Female,0.328767123,1,Transfer
Cat,Normal,Stray,Intact Female,0.328767123,1,0.791666667,Intact Female,0.328767123,1,Transfer
Dog,Normal,Public Assist,Intact Female,1,1,1.040277778,Intact Female,1,1,Return to Owner
Cat,Normal,Stray,Intact Female,1,1,0.736111111,Intact Female,1,1,Transfer
Dog,Normal,Stray,Intact Male,15,1,0.106944444,Intact Male,15,1,Return to Owner
Cat,Injured,Stray,Spayed Female,0.493150685,1,11.87777778,Spayed Female,0.493150685,1,Transfer
Dog,Normal,Stray,Intact Female,0.164383562,1,4.044444444,Spayed Female,0.164383562,1,Died
Dog,Normal,Stray,Intact Female,1,1,8.045138889,Spayed Female,1,1,Adoption
Dog,Normal,Stray,Intact Male,0.164383562,1,4.872222222,Neutered Male,0.164383562,1,Missing
Cat,Normal,Stray,Intact Female,0.057534247,1,0.015972222,Intact Female,0.057534247,1,Died
Dog,Normal,Stray,Intact Male,0.164383562,1,3.965277778,Neutered Male,0.164383562,1,Adoption
Other,Normal,Wildlife,Unknown,0.076712329,1,0.420833333,Unknown,0.076712329,1,Euthanasia
Cat,Injured,Stray,Intact Female,12,1,0.461805556,Intact Female,12,1,Euthanasia
Dog,Normal,Stray,Intact Male,2,1,30.69305556,Neutered Male,2,1,Adoption
Dog,Normal,Stray,Intact Male,3,1,60.71180556,Neutered Male,4,1,Return to Owner
Cat,Nursing,Stray,Unknown,0.005479452,1,0.185416667,Unknown,0.005479452,1,Missing
Dog,Injured,Stray,Intact Female,1,1,9.475694444,Spayed Female,1,1,Adoption
Cat,Normal,Stray,Intact Male,0.493150685,1,5.110416667,Neutered Male,0.493150685,1,Adoption
Cat,Normal,Stray,Intact Female,0.082191781,1,15.16666667,Intact Female,0.082191781,1,Missing
Dog,Normal,Stray,Intact Female,2,1,66.21458333,Spayed Female,2,1,Died
Dog,Sick,Stray,Intact Female,3,1,2.160416667,Intact Female,3,1,Return to Owner
Dog,Sick,Owner Surrender,Intact Female,0.082191781,1,6.127777778,Intact Female,0.082191781,1,Transfer
Other,Injured,Wildlife,Unknown,2,1,0.004166667,Unknown,2,1,Euthanasia
Cat,Normal,Stray,Unknown,1,1,0.915972222,Unknown,1,1,Relocate
Dog,Normal,Stray,Neutered Male,8,1,0.2125,Neutered Male,8,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,0.410958904,1,3.890277778,Neutered Male,0.410958904,1,Adoption
Dog,Normal,Stray,Intact Male,0.328767123,2,4.247916667,Neutered Male,0.328767123,2,Died
Dog,Aged,Stray,Intact Male,13,1,0.625,Intact Male,13,1,Return to Owner
Dog,Normal,Stray,Intact Male,13,2,1.6875,Intact Male,13,2,Return to Owner
Dog,Normal,Stray,Intact Male,13,3,0.288194444,Intact Male,13,3,Return to Owner
Dog,Normal,Stray,Intact Male,12,4,0.072222222,Intact Male,12,4,Return to Owner
Dog,Normal,Stray,Spayed Female,3,1,0.058333333,Spayed Female,3,1,Return to Owner
Cat,Normal,Stray,Intact Male,0.082191781,1,41.24513889,Neutered Male,0.246575342,1,Adoption
Cat,Normal,Stray,Intact Male,0.246575342,1,0.876388889,Intact Male,0.246575342,1,Transfer
Cat,Normal,Stray,Intact Male,0.410958904,1,0.876388889,Intact Male,0.410958904,1,Transfer
Cat,Normal,Stray,Intact Female,1,1,0.876388889,Intact Female,1,1,Transfer
Cat,Normal,Stray,Intact Male,0.410958904,1,0.876388889,Intact Male,0.410958904,1,Transfer
Cat,Normal,Stray,Intact Male,2,1,0.876388889,Intact Male,2,1,Rto-Adopt
Cat,Normal,Stray,Intact Female,2,1,0.876388889,Intact Female,2,1,Rto-Adopt
Cat,Sick,Stray,Intact Male,0.057534247,1,131.2201389,Neutered Male,0.410958904,1,Adoption
Cat,Sick,Stray,Intact Male,0.057534247,1,131.21875,Neutered Male,0.410958904,1,Adoption
Cat,Sick,Stray,Intact Female,0.057534247,1,129.8819444,Intact Female,0.410958904,1,Missing
Cat,Feral,Stray,Intact Male,5,1,0.847916667,Intact Male,5,1,Relocate
Cat,Normal,Owner Surrender,Neutered Male,12,1,9.200694444,Neutered Male,12,1,Adoption
Cat,Normal,Stray,Intact Female,0.164383562,1,10.16875,Spayed Female,0.164383562,1,Adoption
Dog,Sick,Stray,Intact Female,0.076712329,1,0.191666667,Intact Female,0.076712329,1,Transfer
Other,Injured,Wildlife,Unknown,2,1,0.00625,Unknown,2,1,Euthanasia
Dog,Nursing,Stray,Intact Female,2,1,59.8375,Spayed Female,2,1,Adoption
Dog,Normal,Owner Surrender,Neutered Male,3,1,60.25486111,Neutered Male,3,1,Adoption
Dog,Nursing,Stray,Intact Female,0.019178082,1,52.82916667,Spayed Female,0.082191781,1,Rto-Adopt
Dog,Nursing,Stray,Intact Female,0.019178082,1,50.19027778,Spayed Female,0.082191781,1,Adoption
Dog,Nursing,Stray,Intact Female,0.019178082,1,50.16180556,Spayed Female,0.082191781,1,Adoption
Dog,Nursing,Stray,Intact Female,0.019178082,1,50.16527778,Spayed Female,0.082191781,1,Adoption
Dog,Nursing,Stray,Intact Male,0.019178082,1,50.17916667,Neutered Male,0.082191781,1,Adoption
Dog,Nursing,Stray,Intact Male,0.019178082,1,50.18263889,Neutered Male,0.082191781,1,Adoption
Cat,Normal,Owner Surrender,Neutered Male,5,1,17.93125,Neutered Male,5,1,Adoption
Cat,Normal,Owner Surrender,Spayed Female,6,1,9.086111111,Spayed Female,6,1,Transfer
Cat,Normal,Stray,Intact Female,1,1,0.724305556,Intact Female,1,1,Transfer
Cat,Normal,Stray,Spayed Female,1,1,0.825,Spayed Female,1,1,Transfer
Cat,Normal,Stray,Spayed Female,1,2,0.724305556,Spayed Female,1,2,Died
Cat,Normal,Stray,Unknown,0.082191781,1,0.070138889,Unknown,0.082191781,1,Died
Cat,Normal,Stray,Unknown,0.082191781,1,0.070833333,Unknown,0.082191781,1,Transfer
Dog,Normal,Stray,Intact Female,0.164383562,1,3.981944444,Spayed Female,0.164383562,1,Died
Dog,Normal,Stray,Intact Female,0.164383562,1,4.007638889,Spayed Female,0.164383562,1,Rto-Adopt
Dog,Normal,Stray,Intact Female,0.164383562,1,6.029166667,Spayed Female,0.164383562,1,Adoption
Cat,Nursing,Stray,Unknown,0.019178082,1,0.007638889,Unknown,0.019178082,1,Transfer
Dog,Normal,Stray,Intact Female,0.082191781,1,3.025,Intact Female,0.082191781,1,Missing
Cat,Normal,Public Assist,Neutered Male,0.493150685,1,0.679166667,Neutered Male,0.493150685,1,Return to Owner
Cat,Feral,Stray,Unknown,0.493150685,1,1.071527778,Unknown,0.493150685,1,Transfer
Dog,Normal,Stray,Intact Female,1,1,4.391666667,Spayed Female,1,1,Rto-Adopt
Dog,Injured,Stray,Intact Male,1,1,6.2875,Intact Male,1,1,Transfer
Dog,Injured,Stray,Intact Female,1,1,13.31180556,Spayed Female,1,1,Died
Dog,Normal,Stray,Intact Male,0.246575342,1,4.3125,Neutered Male,0.246575342,1,Rto-Adopt
Dog,Normal,Stray,Intact Female,1,1,70.12847222,Spayed Female,1,1,Rto-Adopt
Cat,Normal,Stray,Unknown,0.038356164,1,0.040972222,Unknown,0.038356164,1,Died
Cat,Normal,Stray,Unknown,0.038356164,1,0.040972222,Unknown,0.038356164,1,Transfer
Cat,Normal,Stray,Unknown,0.038356164,1,0.040972222,Unknown,0.038356164,1,Transfer
Cat,Normal,Stray,Unknown,0.038356164,1,0.041666667,Unknown,0.038356164,1,Missing
Dog,Normal,Stray,Intact Female,3,1,7.113194444,Spayed Female,3,1,Transfer
Cat,Normal,Stray,Unknown,2,1,0.895833333,Unknown,2,1,Transfer
Cat,Normal,Stray,Intact Female,2,1,0.898611111,Intact Female,2,1,Transfer
Cat,Normal,Stray,Unknown,0.410958904,1,0.898611111,Unknown,0.410958904,1,Transfer
Dog,Normal,Stray,Intact Male,2,1,4.2625,Neutered Male,2,1,Rto-Adopt
Dog,Normal,Stray,Intact Female,2,1,39.83958333,Spayed Female,2,1,Return to Owner
Cat,Normal,Stray,Intact Female,0.164383562,1,7.025694444,Intact Female,0.164383562,1,Transfer
Dog,Normal,Stray,Intact Male,0.904109589,1,3.070833333,Intact Male,1,1,Return to Owner
Dog,Normal,Stray,Intact Male,4,1,3.070833333,Intact Male,5,1,Return to Owner
Cat,Normal,Owner Surrender,Spayed Female,2,1,0.24375,Spayed Female,2,1,Adoption
Cat,Normal,Stray,Unknown,0.076712329,1,0.064583333,Unknown,0.076712329,1,Transfer
Cat,Normal,Stray,Unknown,0.076712329,1,0.064583333,Unknown,0.076712329,1,Transfer
Cat,Normal,Stray,Intact Female,1,1,66.47430556,Spayed Female,1,1,Relocate
Cat,Normal,Stray,Intact Male,0.010958904,1,85.27638889,Neutered Male,0.164383562,1,Relocate
Cat,Normal,Stray,Intact Female,0.010958904,1,83.14166667,Intact Female,0.164383562,1,Relocate
Cat,Normal,Stray,Unknown,0.010958904,1,7.474305556,Unknown,0.019178082,1,Euthanasia
Cat,Normal,Stray,Intact Female,0.010958904,1,83.17847222,Spayed Female,0.164383562,1,Adoption
Cat,Normal,Stray,Intact Female,0.010958904,1,65.24444444,Spayed Female,0.164383562,1,Adoption
Cat,Normal,Stray,Intact Female,1,1,22.05902778,Spayed Female,1,1,Adoption
Cat,Normal,Stray,Intact Female,0.164383562,1,4.183333333,Spayed Female,0.164383562,1,Rto-Adopt
Cat,Normal,Stray,Intact Male,0.164383562,1,4.177777778,Neutered Male,0.164383562,1,Adoption
Cat,Normal,Stray,Intact Female,0.164383562,1,4.176388889,Spayed Female,0.164383562,1,Adoption
Cat,Normal,Stray,Intact Female,0.076712329,1,107.8909722,Spayed Female,0.328767123,1,Adoption
Cat,Normal,Stray,Intact Male,0.164383562,1,4.211805556,Neutered Male,0.164383562,1,Adoption
Cat,Normal,Stray,Intact Male,0.164383562,1,8.236111111,Neutered Male,0.164383562,1,Rto-Adopt
Cat,Normal,Stray,Unknown,0.057534247,1,0.045833333,Unknown,0.057534247,1,Died
Cat,Normal,Owner Surrender,Spayed Female,7,1,143.8569444,Spayed Female,7,1,Adoption
Dog,Sick,Stray,Intact Male,5,1,8.245138889,Neutered Male,5,1,Adoption
Cat,Normal,Stray,Unknown,0.057534247,1,0.027777778,Unknown,0.057534247,1,Transfer
Cat,Normal,Stray,Unknown,0.057534247,1,0.013194444,Unknown,0.057534247,1,Rto-Adopt
Cat,Normal,Stray,Unknown,0.057534247,1,0.013194444,Unknown,0.057534247,1,Transfer
Dog,Normal,Owner Surrender,Spayed Female,2,1,4.972222222,Spayed Female,2,1,Euthanasia
Dog,Injured,Stray,Intact Female,2,1,0.015277778,Intact Female,2,1,Euthanasia
Cat,Normal,Stray,Intact Male,0.076712329,1,65.78680556,Neutered Male,0.246575342,1,Adoption
Cat,Normal,Stray,Intact Male,0.076712329,1,65.7875,Neutered Male,0.246575342,1,Rto-Adopt
Cat,Normal,Stray,Intact Female,0.076712329,1,67.83402778,Spayed Female,0.246575342,1,Relocate
Dog,Normal,Stray,Spayed Female,3,1,6.975,Spayed Female,3,1,Transfer
Cat,Normal,Stray,Intact Male,0.082191781,1,41.02569444,Neutered Male,0.164383562,1,Adoption
Dog,Normal,Owner Surrender,Neutered Male,6,1,5.930555556,Neutered Male,6,1,Transfer
Cat,Normal,Stray,Unknown,2,1,0.036805556,Unknown,2,1,Euthanasia
Cat,Normal,Stray,Unknown,2,2,0.720833333,Unknown,2,2,Transfer
Cat,Normal,Stray,Unknown,0.076712329,1,0.057638889,Unknown,0.076712329,1,Died
Cat,Normal,Stray,Unknown,0.076712329,1,0.057638889,Unknown,0.076712329,1,Transfer
Cat,Normal,Stray,Unknown,0.076712329,1,0.057638889,Unknown,0.076712329,1,Transfer
Cat,Normal,Stray,Intact Male,0.082191781,1,66.88819444,Neutered Male,0.246575342,1,Died
Cat,Normal,Stray,Intact Female,0.082191781,1,66.88888889,Spayed Female,0.246575342,1,Adoption
Dog,Injured,Stray,Intact Female,0.164383562,1,4.070138889,Intact Female,0.164383562,1,Relocate
Dog,Normal,Stray,Intact Female,0.493150685,1,3.900694444,Spayed Female,0.493150685,1,Return to Owner
Cat,Normal,Stray,Unknown,0.038356164,1,0.047222222,Unknown,0.038356164,1,Transfer
Cat,Normal,Stray,Unknown,0.038356164,1,0.047222222,Unknown,0.038356164,1,Rto-Adopt
Cat,Normal,Stray,Unknown,0.038356164,1,0.047916667,Unknown,0.038356164,1,Transfer
Dog,Normal,Stray,Intact Male,0.904109589,1,4.890972222,Intact Male,1,1,Transfer
Dog,Normal,Stray,Spayed Female,13,1,0.757638889,Spayed Female,13,1,Return to Owner
Cat,Sick,Stray,Intact Male,0.038356164,1,0.204861111,Intact Male,0.038356164,1,Transfer
Other,Normal,Wildlife,Unknown,0.076712329,1,1.28125,Unknown,0.076712329,1,Disposal
Dog,Normal,Stray,Intact Male,0.246575342,1,1.389583333,Neutered Male,0.246575342,1,Return to Owner
Dog,Normal,Stray,Neutered Male,2,1,0.118055556,Neutered Male,2,1,Return to Owner
Dog,Injured,Stray,Spayed Female,8,1,6.246527778,Spayed Female,8,1,Return to Owner
Cat,Normal,Stray,Intact Female,0.575342466,1,0.903472222,Intact Female,0.657534247,1,Transfer
Cat,Normal,Stray,Intact Male,0.575342466,1,0.903472222,Intact Male,0.657534247,1,Transfer
Dog,Normal,Public Assist,Intact Female,2,1,9.831944444,Spayed Female,2,1,Return to Owner
Dog,Normal,Public Assist,Intact Male,0.493150685,1,9.070833333,Neutered Male,0.575342466,1,Return to Owner
Dog,Normal,Public Assist,Intact Male,0.493150685,1,9.070138889,Neutered Male,0.575342466,1,Return to Owner
Dog,Normal,Stray,Intact Male,2,1,8.088888889,Neutered Male,2,1,Missing
Dog,Normal,Stray,Neutered Male,2,1,8.088888889,Neutered Male,2,1,Missing
Cat,Normal,Stray,Unknown,0.038356164,1,0.154166667,Unknown,0.038356164,1,Relocate
Cat,Normal,Stray,Spayed Female,2,1,1.255555556,Spayed Female,2,1,Return to Owner
Cat,Normal,Stray,Unknown,1,1,0.871527778,Unknown,1,1,Transfer
Dog,Injured,Stray,Intact Female,0.164383562,1,2.131944444,Intact Female,0.164383562,1,Transfer
Cat,Normal,Stray,Intact Male,0.019178082,1,0.056944444,Intact Male,0.019178082,1,Transfer
Cat,Normal,Stray,Intact Male,0.019178082,1,0.057638889,Intact Male,0.019178082,1,Transfer
Dog,Aged,Stray,Intact Female,9,1,0.126388889,Intact Female,9,1,Return to Owner
Cat,Injured,Stray,Intact Female,0.082191781,1,0.033333333,Intact Female,0.082191781,1,Euthanasia
Dog,Normal,Owner Surrender,Neutered Male,4,1,3.068055556,Neutered Male,4,1,Adoption
Dog,Nursing,Owner Surrender,Intact Female,2,1,7,Spayed Female,2,1,Missing
Dog,Normal,Stray,Intact Female,1,1,1.211805556,Spayed Female,1,1,Return to Owner
Dog,Nursing,Owner Surrender,Intact Female,0.164383562,1,2.159027778,Spayed Female,0.164383562,1,Adoption
Dog,Nursing,Owner Surrender,Intact Female,0.164383562,1,4.098611111,Spayed Female,0.164383562,1,Adoption
Dog,Nursing,Owner Surrender,Intact Female,0.164383562,1,3.171527778,Spayed Female,0.164383562,1,Missing
Cat,Normal,Stray,Intact Female,2,1,1.079861111,Intact Female,2,1,Transfer
Cat,Normal,Stray,Intact Male,0.038356164,1,1.079861111,Intact Male,0.038356164,1,Transfer
Cat,Normal,Stray,Intact Male,0.038356164,1,1.080555556,Intact Male,0.038356164,1,Transfer
Cat,Normal,Stray,Intact Female,0.038356164,1,1.080555556,Intact Female,0.038356164,1,Transfer
Cat,Normal,Stray,Intact Female,0.739726027,1,1.082638889,Intact Female,0.821917808,1,Transfer
Cat,Normal,Stray,Intact Male,0.038356164,1,1.082638889,Intact Male,0.038356164,1,Transfer
Cat,Normal,Stray,Intact Male,0.038356164,1,1.082638889,Intact Male,0.038356164,1,Transfer
Cat,Normal,Stray,Intact Female,0.038356164,1,1.082638889,Intact Female,0.038356164,1,Transfer
Cat,Normal,Stray,Intact Female,0.164383562,1,23.92708333,Spayed Female,0.246575342,1,Transfer
Dog,Normal,Stray,Neutered Male,5,1,0.944444444,Neutered Male,5,1,Return to Owner
Dog,Normal,Stray,Neutered Male,5,2,2.923611111,Neutered Male,5,2,Return to Owner
Cat,Normal,Owner Surrender,Neutered Male,2,1,5.941666667,Neutered Male,2,1,Adoption
Cat,Normal,Stray,Unknown,0.038356164,1,0.078472222,Unknown,0.038356164,1,Transfer
Cat,Normal,Owner Surrender,Neutered Male,15,1,17.89791667,Neutered Male,15,1,Rto-Adopt
Cat,Normal,Stray,Intact Male,0.082191781,1,4.946527778,Intact Male,0.082191781,1,Transfer
Cat,Normal,Stray,Intact Male,0.082191781,1,4.946527778,Intact Male,0.082191781,1,Transfer
Cat,Normal,Stray,Intact Female,0.082191781,1,4.946527778,Intact Female,0.082191781,1,Transfer
Cat,Normal,Stray,Unknown,0.016438356,1,0.048611111,Unknown,0.016438356,1,Missing
Cat,Normal,Stray,Unknown,0.016438356,1,0.05,Unknown,0.016438356,1,Missing
Cat,Normal,Stray,Unknown,0.016438356,1,0.050694444,Unknown,0.016438356,1,Missing
Cat,Normal,Stray,Unknown,3,1,0.723611111,Unknown,3,1,Transfer
Dog,Normal,Stray,Intact Male,0.410958904,1,0.03125,Intact Male,0.410958904,1,Return to Owner
Dog,Normal,Stray,Intact Male,2,1,11.95694444,Neutered Male,2,1,Rto-Adopt
Dog,Normal,Stray,Intact Male,2,1,20.86805556,Neutered Male,2,1,Died
Dog,Normal,Stray,Spayed Female,5,1,39.93888889,Spayed Female,5,1,Adoption
Dog,Normal,Owner Surrender,Neutered Male,0.739726027,1,2.09375,Neutered Male,0.739726027,1,Adoption
Dog,Normal,Stray,Neutered Male,10,1,0.882638889,Neutered Male,10,1,Return to Owner
Cat,Normal,Stray,Intact Male,0.076712329,1,2.934027778,Intact Male,0.076712329,1,Died
Dog,Normal,Stray,Intact Female,0.410958904,1,3.790972222,Intact Female,0.410958904,1,Relocate
Dog,Normal,Stray,Intact Female,0.410958904,1,3.791666667,Intact Female,0.410958904,1,Transfer
Dog,Normal,Stray,Intact Female,0.410958904,1,3.791666667,Intact Female,0.410958904,1,Transfer
Dog,Normal,Stray,Intact Female,6,1,8.008333333,Spayed Female,6,1,Relocate
Dog,Normal,Stray,Intact Female,0.575342466,1,22.61180556,Spayed Female,0.657534247,1,Missing
Cat,Normal,Stray,Intact Female,0.082191781,1,23.30069444,Spayed Female,0.082191781,1,Adoption
Cat,Normal,Stray,Intact Male,0.082191781,1,30.14375,Intact Male,0.164383562,1,Missing
Cat,Normal,Stray,Intact Male,0.082191781,1,23.30347222,Neutered Male,0.082191781,1,Died
Cat,Normal,Stray,Neutered Male,6,1,0.90625,Neutered Male,6,1,Relocate
Cat,Normal,Owner Surrender,Intact Female,1,1,4.311111111,Spayed Female,1,1,Return to Owner
Dog,Normal,Stray,Spayed Female,9,1,12.25833333,Spayed Female,9,1,Missing
Dog,Normal,Stray,Neutered Male,2,1,13.18263889,Neutered Male,2,1,Adoption
Cat,Normal,Stray,Unknown,0.019178082,1,0.186805556,Unknown,0.019178082,1,Transfer
Dog,Normal,Owner Surrender,Spayed Female,6,1,108.0618056,Spayed Female,7,1,Adoption
Dog,Normal,Stray,Intact Male,0.904109589,1,6.295138889,Neutered Male,0.904109589,1,Adoption
Cat,Normal,Stray,Neutered Male,0.410958904,1,8.1125,Neutered Male,0.493150685,1,Transfer
Cat,Normal,Stray,Intact Male,0.082191781,2,68.13611111,Neutered Male,0.246575342,2,Adoption
Cat,Normal,Stray,Intact Male,0.082191781,1,78.16736111,Neutered Male,0.246575342,1,Rto-Adopt
Cat,Normal,Stray,Intact Female,0.082191781,1,68.13611111,Spayed Female,0.246575342,1,Adoption
Cat,Normal,Stray,Spayed Female,7,1,0.868055556,Spayed Female,7,1,Died
Cat,Normal,Owner Surrender,Neutered Male,0.328767123,1,11.06319444,Neutered Male,0.410958904,1,Rto-Adopt
Cat,Normal,Stray,Intact Male,0.082191781,2,33.09027778,Neutered Male,0.164383562,2,Adoption
